timestamp,open,high,low,close,volume
2023-09-20 11:11:00,27085.56,27085.57,27085.56,27085.57,4.32471
2023-09-20 11:12:00,27085.57,27085.57,27076.04,27076.04,6.98893
2023-09-20 11:13:00,27076.05,27086.99,27076.04,27086.99,6.89661
2023-09-20 11:14:00,27086.98,27089.75,27086.98,27089.74,7.77124
2023-09-20 11:15:00,27089.75,27089.75,27089.74,27089.75,12.05457
2023-09-20 11:16:00,27089.75,27091.4,27089.02,27089.03,12.74392
2023-09-20 11:17:00,27089.03,27090.7,27086.3,27086.3,12.26325
2023-09-20 11:18:00,27086.3,27089.74,27086.3,27089.58,12.39003
2023-09-20 11:19:00,27089.58,27089.59,27089.57,27089.58,3.1635
2023-09-20 11:20:00,27089.58,27089.58,27087.01,27087.02,6.24209
2023-09-20 11:21:00,27087.01,27087.02,27087.01,27087.01,4.65281
2023-09-20 11:22:00,27087.01,27110.0,27087.01,27110.0,114.19782
2023-09-20 11:23:00,27109.99,27110.0,27097.31,27097.31,15.56214
2023-09-20 11:24:00,27097.32,27097.32,27093.22,27093.23,3.957
2023-09-20 11:25:00,27093.22,27109.99,27093.22,27109.98,14.77713
2023-09-20 11:26:00,27109.98,27109.99,27105.1,27105.52,13.22203
2023-09-20 11:27:00,27105.52,27105.53,27101.85,27101.85,6.1335
2023-09-20 11:28:00,27101.86,27104.65,27100.0,27100.01,6.94202
2023-09-20 11:29:00,27100.01,27103.08,27100.0,27103.07,9.17872
2023-09-20 11:30:00,27103.07,27119.06,27103.07,27115.77,33.05881
2023-09-20 11:31:00,27115.77,27115.77,27106.65,27106.65,9.28907
2023-09-20 11:32:00,27106.66,27106.66,27101.34,27101.34,9.6217
2023-09-20 11:33:00,27101.35,27101.35,27088.63,27088.63,18.644
2023-09-20 11:34:00,27088.64,27090.32,27087.01,27087.02,6.73582
2023-09-20 11:35:00,27087.01,27090.0,27086.94,27090.0,6.89209
2023-09-20 11:36:00,27090.0,27090.0,27071.16,27075.57,23.18134
2023-09-20 11:37:00,27075.56,27091.72,27075.56,27081.99,21.75957
2023-09-20 11:38:00,27081.99,27105.0,27081.99,27104.99,10.32134
2023-09-20 11:39:00,27105.0,27105.0,27092.65,27092.66,12.30878
2023-09-20 11:40:00,27092.66,27094.99,27092.65,27094.98,4.65177
2023-09-20 11:41:00,27094.99,27094.99,27094.98,27094.99,4.33747
2023-09-20 11:42:00,27094.98,27109.99,27094.98,27102.16,15.40985
2023-09-20 11:43:00,27102.16,27108.81,27102.15,27108.81,7.04274
2023-09-20 11:44:00,27108.8,27115.0,27108.8,27114.24,11.31462
2023-09-20 11:45:00,27114.24,27114.25,27100.73,27100.74,15.01072
2023-09-20 11:46:00,27100.74,27105.91,27100.73,27105.91,5.81288
2023-09-20 11:47:00,27105.9,27113.22,27105.9,27108.8,12.41048
2023-09-20 11:48:00,27108.79,27110.54,27108.79,27110.54,2.99509
2023-09-20 11:49:00,27110.54,27113.22,27105.0,27113.21,10.97722
2023-09-20 11:50:00,27113.22,27117.2,27111.38,27111.38,16.59564
2023-09-20 11:51:00,27111.38,27111.38,27110.0,27110.0,3.69638
2023-09-20 11:52:00,27110.0,27110.01,27100.91,27100.91,5.74231
2023-09-20 11:53:00,27100.92,27100.92,27091.19,27095.65,12.0928
2023-09-20 11:54:00,27095.65,27095.66,27095.65,27095.65,6.82925
2023-09-20 11:55:00,27095.65,27098.47,27095.65,27098.46,6.8733
2023-09-20 11:56:00,27098.46,27098.47,27097.91,27097.92,4.25772
2023-09-20 11:57:00,27097.91,27097.92,27090.0,27090.01,8.06946
2023-09-20 11:58:00,27090.0,27091.19,27088.43,27091.18,9.05691
2023-09-20 11:59:00,27091.18,27098.08,27091.18,27098.08,9.95565
2023-09-20 12:00:00,27098.07,27107.96,27098.07,27107.96,15.53735
2023-09-20 12:01:00,27107.95,27117.79,27107.95,27117.79,16.12843
2023-09-20 12:02:00,27117.79,27127.89,27117.78,27127.89,33.20877
2023-09-20 12:03:00,27127.89,27127.89,27117.25,27120.24,22.1218
2023-09-20 12:04:00,27120.24,27120.25,27105.13,27105.13,10.66327
2023-09-20 12:05:00,27105.14,27110.23,27105.13,27110.1,8.46937
2023-09-20 12:06:00,27110.11,27110.11,27105.83,27105.84,6.64928
2023-09-20 12:07:00,27105.83,27113.31,27105.83,27112.32,15.46516
2023-09-20 12:08:00,27112.32,27120.95,27112.31,27120.95,10.86506
2023-09-20 12:09:00,27120.95,27125.93,27120.94,27125.92,14.88612
2023-09-20 12:10:00,27125.93,27125.93,27125.92,27125.93,0.53917
